ID,Name,Reference,Category,Price,Description,Sector,Usage,Technical Sheet,Safety Sheet,Image 1
211,XEFOM,LG-HP-007,limpieza-general,14,Gel champú espuma. Excelente poder suavizante/reengrasante.,Limpieza General,Higiene Personal,https://drive.google.com/file/d/1HQF-Zi1wCafUI9V9Ly0DWUkMyQQfO7wA/view?usp=drivesdk,https://drive.google.com/file/d/1BhcSkp9SFAlSyeLohjOVFLMO9Rp9Ctsd/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1agYhNVF4De8FoFTK0qIPwcsSaS9hCXvu&sz=w1000
212,ECO FOAM,LG-HP-008,limpieza-general,15,Jabón espuma. Sin colorantes.,Limpieza General,Higiene Personal,https://drive.google.com/file/d/1RhuW2pC2Ajro1IDS-FLoBalXiMhnemsl/view?usp=drivesdk,https://drive.google.com/file/d/1kh6xK5UTS-wBgWjpW1E5SQEZJ7ZlTykR/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1eEzNbZ8YElRfO_El5QP-8FXqz988Bs6E&sz=w1000
213,GEL AVENA,LG-HP-009,limpieza-general,11,Gel suave para el cuerpo y el cabello. Uso frecuente.,Limpieza General,Higiene Personal,https://drive.google.com/file/d/1N8I-nz4Qwh6zqL-VPdNTgdbrBMEgK_Yd/view?usp=drivesdk,https://drive.google.com/file/d/1QP1HmnkoraoLxNJ7jXPjw9TvLEM8UtQG/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1SLIzmqIXc9rn2B1acHFaMQ33jI2W1W45&sz=w1000
214,CHAMPÚ ALOE,LG-HP-010,limpieza-general,12,Champú aloe (muy suave). Uso diario.,Limpieza General,Higiene Personal,https://drive.google.com/file/d/15QicxeuA9x8SrmdNxswKm2-padrlzHzS/view?usp=drivesdk,https://drive.google.com/file/d/1LCHxki80fH8HK-ZgHqE8sImRNPRupCXd/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1Jzr_N0GZbp4JaYponXgIOfvRP3N9xEMd&sz=w1000
215,AGUA DE COLONIA,LG-HP-011,limpieza-general,9,Agua de colonia. Suave fragancia.,Limpieza General,Higiene Personal,https://drive.google.com/file/d/1KcIfOOnTNqKQxh618ts3vRLPZqB30vUl/view?usp=drivesdk,https://drive.google.com/file/d/1BLs3hZ1RLRkfYYxSLLfMCgPX3GSUmoEd/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1ZLFWV1PlIklbs7sE1lqPjKgCxJjMh2Xb&sz=w1000
216,AMBIXEL AIRSAN,LG-AMB-001,limpieza-general,8,Ambientador aroma floral (concentrado). Acción instantánea y duradera.,Limpieza General,Ambientadores,https://drive.google.com/file/d/1qr4hVV4-4mcAwL3j1m6RdPZIXYV-mu_1/view?usp=drivesdk,https://drive.google.com/file/d/1VhXwSKEi3AgAf2_LEUXDJNnAorP4vNAx/view?usp=drivesdk,https://drive.google.com/thumbnail?id=17E1OhvqEQEA_QRREdwABtxDTIWGhCw_D&sz=w1000
217,AMBIXEL LEMON,LG-AMB-002,limpieza-general,8,Ambientador aroma frescura cítrica (concentrado). Acción instantánea y duradera.,Limpieza General,Ambientadores,https://drive.google.com/file/d/1AFN9ulB9JFARCKpwrRj8wNJFtsD5Oj_e/view?usp=drivesdk,https://drive.google.com/file/d/1tjmkW_8d_ty2ulri7L5T2Rt7AyLJeGIE/view?usp=drivesdk,https://drive.google.com/thumbnail?id=100_qSlzbj7C-yEvBR9pY1gwWnix6bfBx&sz=w1000
218,AMBIXEL ONE,LG-AMB-003,limpieza-general,8,Ambientador aroma dulce amaderado (spray automático). Acción instantánea y duradera.,Limpieza General,Ambientadores,https://drive.google.com/file/d/1IIlllqDBZA7n01cYcNWDbeuVMEK09bSB/view?usp=drivesdk,https://drive.google.com/file/d/115NFRTEw9edqGaTRAISpuik1xuhdgrJK/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1SrQogeNuduL3ox8GXfCa98ALnwnGXkNK&sz=w1000
219,AMBIXEL AIR,LG-AMB-004,limpieza-general,8,Ambientador aroma flores frescas (concentrado). Acción instantánea y duradera.,Limpieza General,Ambientadores,https://drive.google.com/file/d/19YSW7PJQpGfHW0HIcCdaenEJwbz-Lz_l/view?usp=drivesdk,https://drive.google.com/file/d/1aOHj-a9MXZfnCuxgzJqxJftL8wB6bkys/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1wVtuupBxwIg49AlEaooes2_prKnGjXHG&sz=w1000
220,AMBIXEL BOS,LG-AMB-005,limpieza-general,8,Ambientador aroma dulce lavanda (spray automático). Acción instantánea y duradera.,Limpieza General,Ambientadores,https://drive.google.com/file/d/11g_x6XdhjkSGbq69vmlO4tT5epnwkcBC/view?usp=drivesdk,https://drive.google.com/file/d/1X8KLxg5mdHssRZQKL_FXa4CEw-oIknOh/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1jQvxQOwhwDX0qFuG1oK4Ae85Fm5CcyZm&sz=w1000
221,AMBIXEL YOU,LG-AMB-006,limpieza-general,8,Ambientador aroma ámbar y madera (concentrado). Acción instantánea y duradera.,Limpieza General,Ambientadores,https://drive.google.com/file/d/1T9Tiw-4CZzWH3QA82zeAViZfmmdYywvk/view?usp=drivesdk,https://drive.google.com/file/d/1dTz7yf-gO8aQmB9mim1VR5ce52pjjNQ5/view?usp=drivesdk,https://drive.google.com/thumbnail?id=19lx4mfsCjdVYod7AeajZtYzp95Ko4iKi&sz=w1000
222,AMBIXEL NATURA,LG-AMB-007,limpieza-general,8,Ambientador frutas tropicales (spray automático). Acción instantánea y duradera.,Limpieza General,Ambientadores,https://drive.google.com/file/d/1L-gVUH7cZf_0xsZjDXtrNh7EznJYqs51/view?usp=drivesdk,https://drive.google.com/file/d/14R-ty-YWzxoClpUOfmDkZlaXnD0L2KlS/view?usp=drivesdk,https://drive.google.com/thumbnail?id=19L6XB5ecFnJxStrSzYv89KYMxoxMY0lS&sz=w1000
223,AMBIXEL CLEO,LG-AMB-008,limpieza-general,8,Ambientador frescura frutal (concentrado). Acción instantánea y duradera.,Limpieza General,Ambientadores,https://drive.google.com/file/d/1F_jARkn4crC9ZI-VoYiLAiEvQssPHAkM/view?usp=drivesdk,https://drive.google.com/file/d/1Ntf0HU79EZsuPrnEmTcdoJIJ6OLwsr4j/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1yEApnYUEzM_a-JlZYeW_xoGASizUgPEh&sz=w1000
224,AMBIXEL SUN,LG-AMB-009,limpieza-general,8,Ambientador aroma ropa limpia (concentrado). Acción instantánea y duradera.,Limpieza General,Ambientadores,https://drive.google.com/file/d/1U5_YBMFy7xPumJiOElt6OHCMjxreI1bm/view?usp=drivesdk,https://drive.google.com/file/d/1YrWJqeNNm_AN_bDLW0MiHux3xBuUBEvn/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1ttvkJj6UfCcdJ3N7q4zPgLNsS_u2yNnk&sz=w1000
225,AMBIXEL SPLAS,LG-AMB-010,limpieza-general,9,Ambientador goteo aroma intenso marino (concentrado). Acción instantánea y duradera.,Limpieza General,Ambientadores,https://drive.google.com/file/d/15ZHI53qpcrQrDau0DzOwCXdb6gtTf5H4/view?usp=drivesdk,https://drive.google.com/file/d/1cBII6War9dhpg2xz4tKTTBq-r5zmyGol/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1OzpKHWzEJhx7fP-zLdjwZnxwj63Kbb_-&sz=w1000
226,AMBIXEL SERVICE,LG-AMB-011,limpieza-general,9,Ambientador goteo aroma intenso floral (concentrado). Acción instantánea y duradera.,Limpieza General,Ambientadores,https://drive.google.com/file/d/11sieOV1kLzKIcrDdm64ZY0LZJnFCFBZW/view?usp=drivesdk,https://drive.google.com/file/d/1MgUtyYYgl6l7302iQFg3OQzBQ1Vx1-Eu/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1m6ZOgWhRYTVDbpO6kjDRj-HjCKKzE3qd&sz=w1000
227,FLANT 12,LG-INS-001,limpieza-general,15,Insecticida voladores. N° DGSP 15-30-03061.,Limpieza General,Insecticidas,https://drive.google.com/file/d/1UKryE-qlLIWDwAek8MfSwvBkzLoeYYoQ/view?usp=drivesdk,https://drive.google.com/file/d/1PPP0SFzqKJ11ShFiKejEyuvNONAtKwvA/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1biP3QKur5jP-I2jKa-Sx36CCPz5zh_Ku&sz=w1000
228,FLANT 22R,LG-INS-002,limpieza-general,16,Insecticidas rastreros (acción residual). N° DGSP 15-30-03010.,Limpieza General,Insecticidas,https://drive.google.com/file/d/13rMlET_btQOe3TghbzN0jAPLrn-SKiYi/view?usp=drivesdk,https://drive.google.com/file/d/1ud-uukboXGUQ-ED5IKwBcFL55_9mSLut/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1taF6e8zu1COfP4D3nmrj5NxBqA_Xktgm&sz=w1000
229,FLYTSS,LG-INS-003,limpieza-general,18,Spray insecticida (para dispensador automático). N° DGSP 20-30-10348.,Limpieza General,Insecticidas,,,https://drive.google.com/thumbnail?id=13BT0IIm6X5yqgSMH3h65riApz3TIVNFl&sz=w1000
301,KLEREN,LP-DP-001,lavanderia-profesional,45,Detergente atomizado (aguas duras).,Lavandería Profesional,Detergentes en Polvo,https://drive.google.com/file/d/1FhzOAOEde7mPNhrNIxrDB4ih8uyFrShy/view?usp=drivesdk,https://drive.google.com/file/d/1SdutcOevpOV2pW6aF1kmyPQuAy89sAoK/view?usp=drivesdk,
302,TIDY,LP-DP-002,lavanderia-profesional,48,Detergente atomizado enzimático (sin fosfatos). Realza la blancura.,Lavandería Profesional,Detergentes en Polvo,https://drive.google.com/file/d/17FHiPdYetE76LcxTI8U7eSwUpUtIHb4M/view?usp=drivesdk,https://drive.google.com/file/d/1Uxpfw3E3eUIzIkPpP5sWdn_BimkXmq2N/view?usp=drivesdk,
303,KOREN,LP-DP-003,lavanderia-profesional,52,Detergente atomizado concentrado. Blanqueante oxigenado.,Lavandería Profesional,Detergentes en Polvo,https://drive.google.com/file/d/1RLCqk17akk0yQ-23pc8cBee5s8hkFCEd/view?usp=drivesdk,https://drive.google.com/file/d/1m1dIYLgnqXLxdYuOroiqU1z3QnjepsNp/view?usp=drivesdk,
304,KLEN 500,LP-DP-004,lavanderia-profesional,60,"Detergente atomizado completo. Máximo poder detergente, blanqueante y desmanchante.",Lavandería Profesional,Detergentes en Polvo,https://drive.google.com/file/d/1nUZ1sjiGGIc_4wVDKFr9ZweLbYneAtHe/view?usp=drivesdk,https://drive.google.com/file/d/1v5zOOn1hRFZj0wIi7_f4C95frvwLMJug/view?usp=drivesdk,
305,KLEN 200,LP-DP-005,lavanderia-profesional,55,"Detergente lavado concentrado. Para ropa de cama, toallas, mantelerías.",Lavandería Profesional,Detergentes en Polvo,https://drive.google.com/file/d/1CeOCet3RtziM-a60MYUpG8V5kzzCYFyS/view?usp=drivesdk,https://drive.google.com/file/d/1G-f2k1_h8PPgDFP05Qr9C1G0KkY1Pb5F/view?usp=drivesdk,
306,KLEN PRED,LP-DP-006,lavanderia-profesional,50,Detergente predisolución. Alta solubilidad.,Lavandería Profesional,Detergentes en Polvo,https://drive.google.com/file/d/1ifJ_XQsSB3URFs7fNT2CbKg2wS8vJNz1/view?usp=drivesdk,https://drive.google.com/file/d/1nD31pCVo_5XDvc3_fXYY-z-xuZTCWY3X/view?usp=drivesdk,
307,KLEN S/B,LP-DP-007,lavanderia-profesional,53,Detergente sin blanqueantes ópticos (ropa de color). Reaviva los colores.,Lavandería Profesional,Detergentes en Polvo,https://drive.google.com/file/d/1u01A05pgKGetrDQyo0hiJfZvNtqAm5kn/view?usp=drivesdk,https://drive.google.com/file/d/1r9vBGJzp_cuBHralpMdNiy6YOm7r_SkX/view?usp=drivesdk,
308,DURON,LP-DP-008,lavanderia-profesional,65,Detergente prelavado y recuperador (alta alcalinidad). Para suciedades intensas.,Lavandería Profesional,Detergentes en Polvo,https://drive.google.com/file/d/1RrsgAM4Pi6K0LCqbbljR0fu-g8WJqAJl/view?usp=drivesdk,https://drive.google.com/file/d/1KyXNhayucyX7iCDu0Oc-0iDQg0vIiEfu/view?usp=drivesdk,
309,ALCON,LP-DP-009,lavanderia-profesional,40,"Detergente alcalinizante. Elevada actividad desengrasante, evita agrisamiento.",Lavandería Profesional,Detergentes en Polvo,https://drive.google.com/file/d/1Cn81YpaZVI4I61OrjyP9BpFqvKOhtiZh/view?usp=drivesdk,https://drive.google.com/file/d/11SGAOE9UdVdxLFYNuJpk_MixHWT2MGv6/view?usp=drivesdk,
310,KLEN CB 20,LP-DL-001,lavanderia-profesional,42,Detergente líquido textil (enzimático). Blanqueantes ópticos estables al cloro.,Lavandería Profesional,Detergentes Líquidos,https://drive.google.com/file/d/1-iUK1ZP11xwJFtV0CWHqsGOaIe9kW7x9/view?usp=drivesdk,https://drive.google.com/file/d/1EhX-XdnsiqVSLbzLwuvrMNsKAVqkzQd1/view?usp=drivesdk,
311,KLEN L COMPLET,LP-DL-002,lavanderia-profesional,58,Detergente monocomponente concentrado (enzimático). Fórmula completa.,Lavandería Profesional,Detergentes Líquidos,https://drive.google.com/file/d/1sbPfa_5-RIDbkyw9p9z6jhb0LgtCi1ui/view?usp=drivesdk,https://drive.google.com/file/d/13WJzPLs9Pt2xxt_GTaJ_En33zvgueYgi/view?usp=drivesdk,
312,KLEN L 65,LP-DL-003,lavanderia-profesional,38,Componente humectante (uso con alcalinos). Mejora la dispersión de grasa y aceite.,Lavandería Profesional,Detergentes Líquidos,https://drive.google.com/file/d/1qQl_lkNYH7T17Ni7NZTaTduwSfV8DLbL/view?usp=drivesdk,https://drive.google.com/file/d/1ip_L7X6z_JW66WmntH6KUruOdaGI1Wbu/view?usp=drivesdk,
313,KLEN L 85,LP-DL-004,lavanderia-profesional,39,Componente alcalino (uso con humectantes). Alto poder emulsionante.,Lavandería Profesional,Detergentes Líquidos,https://drive.google.com/file/d/1pZiRJaLXvW4YshQXkb8YXN1y3rloMvNE/view?usp=drivesdk,https://drive.google.com/file/d/1iNnzwllshlp_XUUZeOzjNPxP0B6umUda/view?usp=drivesdk,
314,BLANCLOR,LP-BL-001,lavanderia-profesional,25,"Blanqueante clorado líquido. Desinfección, para ropa hospitalaria.",Lavandería Profesional,Blanqueantes,https://drive.google.com/file/d/11u8OTD2klIVWY_ZLq_8qqO_luJ6GD8Of/view?usp=drivesdk,https://drive.google.com/file/d/1IaRHi1nx1tjVUY7XYlLbUl9HNfeOcfIJ/view?usp=drivesdk,
315,OXIBLANC,LP-BL-002,lavanderia-profesional,28,Blanqueante oxigenado líquido. Alto contenido en oxígeno activo.,Lavandería Profesional,Blanqueantes,https://drive.google.com/file/d/1HzH3bFfV6nM3q9bRrlvg2BUHhW3DZVb1/view?usp=drivesdk,https://drive.google.com/file/d/1TJhUv5NfMXu1aWCCfYmTP8UHUYhIyvJ0/view?usp=drivesdk,
316,PEROX,LP-BL-003,lavanderia-profesional,30,"Blanqueante baja temperatura. Para ropa de color, ahorro energético.",Lavandería Profesional,Blanqueantes,https://drive.google.com/file/d/1j_c7tXmssiQ-OQuzrUyoPKxPlOt8ZTal/view?usp=drivesdk,https://drive.google.com/file/d/1H54j4-aOEvwi7tPwIXD35DUKG6JgmO7r/view?usp=drivesdk,
317,BLANQUIDOC,LP-BL-004,lavanderia-profesional,35,"Blanqueante clorado sólido. Higienización, para ropa hospitalaria.",Lavandería Profesional,Blanqueantes,https://drive.google.com/file/d/19S9tOowKajndPp_4ao7tF5lAxmxkEVLD/view?usp=drivesdk,https://drive.google.com/file/d/19QFLDP9qkMwR8I3X_Cf3p3rNDuN2Ds-O/view?usp=drivesdk,
318,OXIDOC PLUS,LP-BL-005,lavanderia-profesional,38,Blanqueante oxigenado sólido. Elevado poder blanqueante.,Lavandería Profesional,Blanqueantes,https://drive.google.com/file/d/1FsCa-6c16nH8AKKxXlT8EZgYvkoMGNqw/view?usp=drivesdk,https://drive.google.com/file/d/1vyWTnBAGTNLJIczi2uLVaTWEDt1pX2TU/view?usp=drivesdk,
319,HUMECT,LP-DM-001,lavanderia-profesional,40,Desmanchante líquido multi-enzimático. Gran poder desmanchante y emulgente.,Lavandería Profesional,Desmanchantes,https://drive.google.com/file/d/1zYixkMkFGprfj1yN23WJqnJwK3rnk8L5/view?usp=drivesdk,https://drive.google.com/file/d/1YXz4NQK5ZEF5sCrhqaok3Vupa_cvg605/view?usp=drivesdk,
320,EMUL,LP-DM-002,lavanderia-profesional,45,Desengrasante emulgente (concentrado). Máxima concentración en materia activa.,Lavandería Profesional,Desmanchantes,https://drive.google.com/file/d/1UdBNqWnpf-Wq6Y9HNOQLyXMx3F8clZMB/view?usp=drivesdk,https://drive.google.com/file/d/1nTQz8otmghtTgvhsRdx-rFNFj8QM46OI/view?usp=drivesdk,
321,DESMANCHANTE,LP-DM-003,lavanderia-profesional,35,"Pasta desmanchante (neutro en pasta). Para gran suciedad orgánica, grasa y proteína.",Lavandería Profesional,Desmanchantes,,,
322,STOPSUN,LP-DM-004,lavanderia-profesional,42,Desmanchante bronceadores. Específico para bronceadores/aceites corporales.,Lavandería Profesional,Desmanchantes,https://drive.google.com/file/d/114BCmPLkr9qsKD1KaN6Xexg-978HcouJ/view?usp=drivesdk,https://drive.google.com/file/d/1G6s7OM9ujf7vg-_mLiwsk5OyTFMYbI9S/view?usp=drivesdk,
323,COTTON,LP-SN-001,lavanderia-profesional,22,"Suavizante de ropa. Previene electricidad estática, facilita planchado.",Lavandería Profesional,Suavizantes y Neutralizantes,https://drive.google.com/file/d/1QEHmi4s5_gXMm54jF6MX_dSdNqJNi40B/view?usp=drivesdk,https://drive.google.com/file/d/1de4NXctyri0ZPfDwrK7TNyeAc4qm6lCH/view?usp=drivesdk,
324,SUAMEL,LP-SN-002,lavanderia-profesional,23,"Suavizante Textil. Previene electricidad estática, facilita planchado.",Lavandería Profesional,Suavizantes y Neutralizantes,https://drive.google.com/file/d/1dqARjyVeIe1Y4rlckV_ewN_H5bBpFY2n/view?usp=drivesdk,https://drive.google.com/file/d/1iL_IjVeKx7Ovl5esUEoAyjDbcZlLhu7e/view?usp=drivesdk,
325,SENS,LP-SN-003,lavanderia-profesional,30,Suavizante microencapsulado (concentrado). Esencias microencapsuladas de liberación lenta.,Lavandería Profesional,Suavizantes y Neutralizantes,,https://drive.google.com/file/d/1tgGXV19awpRXr78iDybPkgV38k8B-0UM/view?usp=drivesdk,
326,CARE,LP-SN-004,lavanderia-profesional,32,Suavizante concentrado. Contiene neutralizantes permanentes.,Lavandería Profesional,Suavizantes y Neutralizantes,https://drive.google.com/file/d/1rybAE7OTHZ15bU27Xrpek4eBB8qi3kQr/view?usp=drivesdk,https://drive.google.com/file/d/1L8HZ9tTpyQ5Lljpdygg7Yhu3Mbwsntox/view?usp=drivesdk,
327,SUAMEL NEUTRAL,LP-SN-005,lavanderia-profesional,28,Suavizante neutralizante. Elimina cargas electrostáticas y alcalinidad.,Lavandería Profesional,Suavizantes y Neutralizantes,https://drive.google.com/file/d/1qzQgTedqlDEyxqMY1Yk84CEwLBWHA__m/view?usp=drivesdk,https://drive.google.com/file/d/17ZvaOCAwq4P0lrYwhi6FGkSBQt9zZcz_/view?usp=drivesdk,
328,SUAMEL SP,LP-SN-006,lavanderia-profesional,25,Suavizante sin perfume. Alto rendimiento.,Lavandería Profesional,Suavizantes y Neutralizantes,https://drive.google.com/file/d/1tM05_5RH7XSbJ-Y1v0mkuhA8P7-EgcS6/view?usp=drivesdk,,
329,NEUCLOR L,LP-SN-007,lavanderia-profesional,20,Neutralizante líquido (elimina restos de cloro y alcalinidad). Asegura ausencia de degradación química de las fibras.,Lavandería Profesional,Suavizantes y Neutralizantes,https://drive.google.com/file/d/1scmgSLj2r0HWqFie5BVC01ZW90RBxKZ_/view?usp=drivesdk,https://drive.google.com/file/d/1WtzZ8OuzazI0uYu8G2vZ5PtkohZW2JR4/view?usp=drivesdk,
330,NEUCLOR S,LP-SN-008,lavanderia-profesional,22,Neutralizante sólido. Elimina restos de cloro y alcalinidad.,Lavandería Profesional,Suavizantes y Neutralizantes,https://drive.google.com/file/d/1TUywZmwL0L4WjULyzx70NWCtUeOLIVdR/view?usp=drivesdk,https://drive.google.com/file/d/1ubjc-CN5YskbnMU0lpEnBB0XoLWlYDBh/view?usp=drivesdk,
331,OXINET,LP-AD-001,lavanderia-profesional,33,Recuperador de manchas de óxido.,Lavandería Profesional,Aditivos,https://drive.google.com/file/d/1MnmcxvqjJz6L_MySCFzEYNQ9iz74SZt6/view?usp=drivesdk,https://drive.google.com/file/d/10uZxwzxUPrUfvuWZz-c3cM9Nyrq2scD1/view?usp=drivesdk,
332,SEC 80,LP-AD-002,lavanderia-profesional,34,Secuestrante de hierro.,Lavandería Profesional,Aditivos,,https://drive.google.com/file/d/1gXAU9tJnyKNoSWDgFREITp1lJkef7BGF/view?usp=drivesdk,
333,TURBOL,LP-AD-003,lavanderia-profesional,36,Aditivo alcalino concentrado. Elevado poder saponificante.,Lavandería Profesional,Aditivos,https://drive.google.com/file/d/1EsFDA-OukX2kmR_R6GsStSIhCjxnNISy/view?usp=drivesdk,https://drive.google.com/file/d/1L3KSfeFjuUVANY0NCN4Rk7LGnpwVGHx4/view?usp=drivesdk,
334,SUPRA SOFT,LP-CA-001,lavanderia-profesional,40,Suavizante ultraconcentrado textil. Alta permanencia de perfume.,Lavandería Profesional,Concentrados Autoservicio,https://drive.google.com/file/d/1QTIGT9T8ii9Id5sZjMf6FJIyRoxTMKFK/view?usp=drivesdk,https://drive.google.com/file/d/1wbLDTqGN7gVK_Rv6-oUKP0laD8ONftPy/view?usp=drivesdk,
335,SUPRA TEX,LP-CA-002,lavanderia-profesional,45,Detergente ultraconcentrado textil. Sin fosfatos ni NTA.,Lavandería Profesional,Concentrados Autoservicio,https://drive.google.com/file/d/1xHw0mt29dLNP2c_AODCXwNnyDTH9IgCQ/view?usp=drivesdk,https://drive.google.com/file/d/11I7z77VQasItywiLedW5Eu8CyxOT5DHj/view?usp=drivesdk,
401,DERMOSAN,IA-HM-001,industria-alimentaria,15,"Jabón dermatológico Alimentaria. pH neutro, Sin perfume, Apto para Uso en Industria Alimentaria.",Industria Alimentaria,Higiene de Manos,https://drive.google.com/file/d/1lxUs0LipPzoA3di_C8cmaXGTkEMwYaK4/view?usp=drivesdk,https://drive.google.com/file/d/192mvRqyRxdce68RZuXPPAYdlS3Nx_o94/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1wSkDzH0SV4289gj_5u6H7ULU2f-ABVbl&sz=w1000
402,ASEPTIC,IA-HM-002,industria-alimentaria,18,"Gel hidroalcohólico antiséptico. Testado dermatológicamente, Apto para Uso en Industria Alimentaria, N° REG AEMPS 781-DES.",Industria Alimentaria,Higiene de Manos,/fichas-tecnicas/ASEPTIC FT ES.pdf,/fichas-seguridad/ASEPTIC FS ES.pdf,https://drive.google.com/thumbnail?id=184BhUp0eSdX53HJxygycm30PTZDCsy_G&sz=w1000
403,ASEPTIC LOCIÓN,IA-HM-003,industria-alimentaria,19,"Loción hidroalcohólica antiséptica. Testado dermatológicamente, Apto para Uso en Industria Alimentaria, N° REG AEMPS 975-DES.",Industria Alimentaria,Higiene de Manos,/fichas-tecnicas/ASEPTIC LOCION FT ES.pdf,/fichas-seguridad/ASEPTIC LOCIÓN FS ES.pdf,https://drive.google.com/thumbnail?id=1W8BtJjUcgbVtLu7gbWHjMzBmXsl8X-ct&sz=w1000
404,DESCON,IA-DA-001,industria-alimentaria,25,"Detergente neutro autoespumante. Para aluminio y metales blandos, Apto para Uso en Industria Alimentaria.",Industria Alimentaria,Detergentes Alcalinos,https://drive.google.com/file/d/11cZTdn7VXQcX6Z6eFs_SrP7ZVOGJymJE/view?usp=drivesdk,https://drive.google.com/file/d/1eIniedelHcBDZwsi64UBTXKsVVMmA_3V/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1T57kdXojYC1zwHmdNHuZRh2AferU4-K-&sz=w1000
405,GRASNET 20,IA-DA-002,industria-alimentaria,28,"Detergente alcalino concentrado. Alto poder secuestrante y dispersante, Apto para Uso en Industria Alimentaria.",Industria Alimentaria,Detergentes Alcalinos,https://drive.google.com/file/d/1wrVJj84S8g6Z_XDIA1o3Fai2uNGzrZLq/view?usp=drivesdk,https://drive.google.com/file/d/1PKxnCNbzk4mf3d7-euu32h9UYf2BqCvv/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1AXeBqFHxvABSa82t537ba-4lawDLSiKX&sz=w1000
406,DESEN FOAM,IA-DA-003,industria-alimentaria,30,Detergente espumante (limpieza general en salas de despiece). Apto para Uso en Industria Alimentaria.,Industria Alimentaria,Detergentes Alcalinos,https://drive.google.com/file/d/1gg5epZL0GpsVVB5JBojnt5cZkMxTaIMI/view?usp=drivesdk,https://drive.google.com/file/d/1sCHnnYCH0Eo9qTJWZXtY0E93bEdmSGe1/view?usp=drivesdk,https://drive.google.com/thumbnail?id=14c6e34OPGswykJE6o6-j9tAdQfKZzdF6&sz=w1000
407,TOP FOAM,IA-DA-004,industria-alimentaria,35,"Desengrasante alta alcalinidad espumante. Para suciedad persistente y requemada (hornos, freidoras), Apto para Uso en Industria Alimentaria.",Industria Alimentaria,Detergentes Alcalinos,https://drive.google.com/file/d/1p0gx8FcN3-EU9jv2IZ3uQKTWYDL6VvIY/view?usp=drivesdk,https://drive.google.com/file/d/1IaTueGqhWU5HSuReXC2j6uD_fd8c08rt/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1w19sLQqwDgSV1Svtdp_7B0apCU8cgiAI&sz=w1000
408,DESEN 80,IA-DASE-001,industria-alimentaria,32,"Detergente alcalino sin espuma (CIP, aguas blandas/semiduras). Para limpieza CIP, Apto para Uso en Industria Alimentaria.",Industria Alimentaria,Detergentes Alcalinos Sin Espuma,https://drive.google.com/file/d/1Lf8TmjZls8Uy9_CwiChc4HwFAIrfoWPi/view?usp=drivesdk,https://drive.google.com/file/d/1duPIXT_DHpXhK2uQ12g88jVCBMhjYAJB/view?usp=drivesdk,https://drive.google.com/thumbnail?id=16u_8LmAmrnTCkqEyKtImazhKZ_MijbV0&sz=w1000
409,DESEN 16,IA-DASE-002,industria-alimentaria,34,"Desengrasante alcalino sin espuma (CIP, antiincrustante). Para limpieza CIP, Apto para Uso en Industria Alimentaria.",Industria Alimentaria,Detergentes Alcalinos Sin Espuma,https://drive.google.com/file/d/1P4V8-XeKbRpW2TfqT6XjohAzv3L3iJsb/view?usp=drivesdk,https://drive.google.com/file/d/1srJ_NhycOIDnV6ng2S_QvRfglcVnRDbZ/view?usp=drivesdk,https://drive.google.com/thumbnail?id=15Eccj2mTZzZZwDjLRMyUVKd-kTvfquzk&sz=w1000
410,DESEN 47,IA-DASE-003,industria-alimentaria,36,"Desengrasante antiespumante CIP. Para limpieza CIP, Apto para Uso en Industria Alimentaria.",Industria Alimentaria,Detergentes Alcalinos Sin Espuma,https://drive.google.com/file/d/1Lc273URchLTAZYXxRSxZ6haGpkCMT3el/view?usp=drivesdk,https://drive.google.com/file/d/1FOsDSCw0kbEIODtzowtDXmmtci_ytpZf/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1cKEwoDyhtaMlJuJX9mhttaVGnSPEfkN_&sz=w1000
411,CIP TERSOL,IA-DASE-004,industria-alimentaria,40,"Detergente alcalino en polvo. Alto poder secuestrante y dispersante, Apto para Uso en Industria Alimentaria.",Industria Alimentaria,Detergentes Alcalinos Sin Espuma,,,https://drive.google.com/thumbnail?id=1cptDIGUo8-M3HuY8y3Pn-_glw5c_xbbi&sz=w1000
